55;Ray Pollard;14/03/2013;12:59:05;Eurosys;died automatically end;7;IN PROGRESS
428;Olivia Vazquez;26/12/2005;23:48:43;Eurosys;or maybe came to room ends where;7;IN PROGRESS
433;Don Rice;10/10/2009;05:01:56;Eurosys;sofa in;7;IN PROGRESS
360;Pete Delgado;29/11/2010;22:16:03;Mobistart;people trees badly it discovered web fire;7;IN PROGRESS
467;Harry Walsh;24/06/2007;13:07:42;PXL;cold want out shepherd it of text;7;IN PROGRESS
455;David Stevenson;25/08/2003;04:08:40;T-Network;wrong what had;7;IN PROGRESS
118;Jeremiah Levy;12/06/2011;18:41:34;T-Network;lost it to constantly leader;7;IN PROGRESS
280;Kenny Whitaker;09/10/2016;16:33:34;Telenet;had caves through;7;IN PROGRESS
461;Steven Alford;23/07/2005;08:08:35;XCOMM;white are do;7;IN PROGRESS
70;Mitchell Hines;02/04/2007;00:26:06;Yappa;headphones sacrifice dad;7;IN PROGRESS
368;Janice Maddox;20/08/2014;15:35:11;ACA-IT;ball good to;8;IN PROGRESS
50;Tamara Patel;15/09/2016;09:08:27;Cegeka;lock to;8;IN PROGRESS
202;Cynthia Moody;13/12/2014;19:47:08;Cegeka;computer;8;IN PROGRESS
321;Benjamin Dickinson;07/03/2001;14:35:47;Mobistart;who warp;8;IN PROGRESS
475;Paul Oliver;28/11/2014;23:22:23;Mobistart;captain what;8;IN PROGRESS
97;Haley Newman;12/05/2005;19:57:28;Proximus;badly red list island in else;8;IN PROGRESS
176;Angel Bird;02/04/2015;11:50:43;PXL;computer much;8;IN PROGRESS
122;Dallas Holman;12/02/2014;16:41:02;PXL;red took do good words;8;IN PROGRESS
436;Roy Espinoza;10/02/2010;05:29:53;T-Network;hat was of while dreams;8;IN PROGRESS
409;Myron Harding;27/05/2016;02:36:09;XCOMM;is or else island;8;IN PROGRESS
271;Jeff Hewitt;01/02/2013;07:08:29;Yappa;ending boon ending;8;IN PROGRESS
203;Matt Church;02/10/2016;13:06:21;Yappa;worn sacrifice end;8;IN PROGRESS
293;James Strong;14/07/2011;13:16:20;ACA-IT;room on about ill are ball had;9;IN PROGRESS
81;Don Benjamin;12/06/2007;17:55:14;Cegeka;out the secretly;9;IN PROGRESS
255;Kenneth Glass;16/11/2005;02:23:49;Cegeka;;9;IN PROGRESS
67;Pat Burton;16/03/2014;20:39:44;Eurosys;in who sidekick;9;IN PROGRESS
22;Gina Lyons;19/06/2003;12:04:32;Eurosys;books hid;9;IN PROGRESS
399;Bobby Boyle;08/10/2002;07:51:30;Mobistart;what visions trying have lots handled;9;IN PROGRESS
495;Charlie Parrish;18/06/2014;13:44:30;Mobistart;it list;9;IN PROGRESS
320;Tommy Schneider;14/08/2003;17:21:18;Proximus;will;9;IN PROGRESS
279;Lance Sanders;26/11/2015;00:37:51;Proximus;ill;9;IN PROGRESS
49;Everett Schneider;06/03/2001;21:03:13;Proximus;my;9;IN PROGRESS
394;Tracey Dawson;20/11/2002;11:59:40;PXL;magnetic days room from want;9;IN PROGRESS
137;Theresa Blanchard;27/09/2004;04:49:24;T-Network;they;9;IN PROGRESS
15;Louis Guthrie;15/10/2011;00:51:20;T-Network;wrong;9;IN PROGRESS
420;Abigail Jimenez;03/01/2014;09:53:33;T-Network;have television library fire it's build;9;IN PROGRESS
94;Roberta Conrad;27/09/2009;05:01:45;T-Network;secretly was write;9;IN PROGRESS
440;Jessie Nelson;08/01/2016;16:49:32;Telenet;pique;9;IN PROGRESS
230;Mindy Sparks;01/03/2003;11:50:22;XCOMM;or maybe boon ghost found is island;9;IN PROGRESS
341;Rocky Ewing;21/09/2001;04:36:37;Yappa;rabbit took had cold a;9;IN PROGRESS
294;Chuck Walton;07/07/2003;00:36:43;Mobistart;hold island warp smoke;10;IN PROGRESS
439;Tammy Mack;28/04/2000;07:44:58;Mobistart;many is assert;10;IN PROGRESS
223;Marilyn Mann;18/12/2007;16:43:46;Proximus;open;10;IN PROGRESS
233;Andrea Phelps;26/09/2004;19:18:56;T-Network;;10;IN PROGRESS
300;Jan Wyatt;24/02/2004;06:01:44;T-Network;white fire hot from build warp pull;10;IN PROGRESS
43;Stacey Molina;27/10/2016;13:25:57;T-Network;others cold;10;IN PROGRESS
76;Wendy Meyers;17/10/2002;21:00:47;Telenet;words died island warp;10;IN PROGRESS
275;Carmen Whitley;16/10/2015;01:50:46;Yappa;plane plane sidekick;10;IN PROGRESS
345;Leonard Arnold;07/09/2006;03:21:23;Yappa;plane will shepherd hold crash to automatically;10;IN PROGRESS
