224;Deanna Lyons;06/07/2009;22:05:18;XCOMM;smoke trying people warp room;4;CLOSED
344;Loretta David;07/08/2009;11:22:22;PXL;what hid enter;8;CLOSED
146;Cathy Mosley;13/08/2009;22:04:58;Mobistart;have days list days;8;CLOSED
201;Shaun Barry;14/08/2009;04:04:14;Proximus;television text came enter;5;CLOSED
281;Mitchell Valentine;29/11/2009;23:03:43;XCOMM;;6;CLOSED
286;Sandra Daugherty;13/01/2010;03:10:15;Mobistart;found plane visions demanded demanded;2;CLOSED
3;Wayne Vasquez;19/02/2010;22:23:27;PXL;to keys trying they;4;CLOSED
123;Joshua Scott;29/03/2010;10:12:14;ACA-IT;web island probably;6;CLOSED
463;Danny Sharpe;28/05/2010;20:13:12;Proximus;assert;6;CLOSED
379;Sabrina Salinas;31/07/2010;13:32:34;XCOMM;caves have was build died wicket with;7;CLOSED
92;Carolyn Casey;09/08/2010;15:21:46;T-Network;took in computer;8;CLOSED
432;Leonard Rivas;28/10/2010;11:06:24;T-Network;window hat fire island find until keys;5;CLOSED
362;Elaine Bell;12/02/2011;00:28:00;Eurosys;when do out;0;CLOSED
199;Gene Wade;16/02/2011;22:32:34;ACA-IT;sits warp keys asked;10;CLOSED
296;Eugene Estes;24/01/2012;11:36:15;Mobistart;do;10;CLOSED
90;Fred Page;22/05/2012;04:44:02;XCOMM;;9;CLOSED
398;Unborn Nieves;13/07/2012;13:16:53;Cegeka;television wicket enter;1;CLOSED
4;Antonio Garner;04/08/2012;16:53:37;ACA-IT;it to always was;4;CLOSED
273;Lawrence Randolph;02/09/2012;16:39:40;ACA-IT;came;8;CLOSED
225;Peggy Cabrera;07/02/2013;15:53:14;Telenet;show had;5;CLOSED
370;Dylan Beck;15/03/2013;05:33:43;XCOMM;secretly they smoke ill hid are;1;CLOSED
181;Debbie Gallagher;30/03/2013;12:26:18;PXL;text died monster boon;0;CLOSED
163;Sydney Higgins;11/04/2013;18:32:10;Yappa;;4;CLOSED
367;Audrey Kidd;28/08/2013;14:26:25;Telenet;list sits or;8;CLOSED
30;Patty Gill;16/10/2013;15:54:48;Eurosys;hatch from of or books world;8;CLOSED
239;Everett Conway;10/11/2013;17:58:33;Telenet;generated pique;3;CLOSED
167;Ken Wooten;16/01/2014;22:09:49;T-Network;constantly through ill red badly code;3;CLOSED
28;Mason Rivers;24/03/2014;16:11:48;XCOMM;island write;1;CLOSED
349;Paul O'neill;28/04/2014;02:05:59;Proximus;write ghost with secretly man hatch;2;CLOSED
390;Johnny Hobbs;01/09/2014;21:02:38;ACA-IT;;1;CLOSED
198;Floyd Morris;23/11/2014;03:39:48;XCOMM;ends;3;CLOSED
309;Frank Bowman;29/03/2015;10:45:17;PXL;will when hid man lock;7;CLOSED
414;Emily Ellis;18/07/2015;19:03:52;T-Network;or maybe wicket sits will handled sofa books;3;CLOSED
474;Sharon French;13/01/2016;07:38:38;T-Network;enter took or maybe;1;CLOSED
134;Kristin Patton;09/02/2016;18:01:21;Proximus;visions where;9;CLOSED
471;Donnie Kim;09/03/2016;04:22:55;Telenet;red what;2;CLOSED
405;Glen Rush;26/03/2016;07:29:48;Proximus;to;5;CLOSED
258;Chuck McCarthy;10/07/2016;14:56:00;Cegeka;this while hold no days we;7;CLOSED
384;Pete Frost;23/08/2016;16:30:47;Cegeka;of lots throw;0;CLOSED
47;Margaret Bernard;09/09/2016;14:48:28;Mobistart;no numbers came found ill good;3;CLOSED
52;James Downs;10/09/2016;20:00:46;Yappa;it's worn secretly;1;CLOSED
442;Brady Slater;04/10/2016;20:58:47;Cegeka;;5;CLOSED
69;Vivian Pitts;12/10/2016;05:42:32;Mobistart;constantly good code asked with until;10;CLOSED
289;Stephanie Huber;17/10/2016;03:06:43;Mobistart;will warp television;9;CLOSED
59;Brian Perkins;28/10/2016;08:45:16;Yappa;sacrifice;10;CLOSED
